Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %
4/24/22 1:14,4/24/22 23:58,UTC-05:00,94,51,81,33.8,95.95,4.3,1926,123,59,4/24/22 1:14,4/24/22 10:19,98,16.6,513,541,226,107,180,28,521,21,94
4/23/22 0:10,4/24/22 1:14,UTC-05:00,89,52,78,33.2,96.62,13.4,2924,167,72,4/23/22 0:10,4/23/22 8:44,91,17.1,459,513,162,73,224,54,503,9,89
4/22/22 1:03,4/23/22 0:10,UTC-05:00,86,53,75,34.3,96.2,12.2,2584,157,69,4/22/22 1:03,4/22/22 10:13,97,16.8,503,546,176,132,195,43,520,35,92
4/21/22 0:34,4/22/22 1:03,UTC-05:00,59,56,60,34.1,95.5,9.7,2459,154,69,4/21/22 0:34,4/21/22 8:29,85,16.6,446,475,200,74,172,29,526,12,94
4/19/22 23:52,4/21/22 0:34,UTC-05:00,81,52,73,32.8,96.55,15.6,3170,183,73,4/19/22 23:52,4/20/22 8:36,96,16.5,488,517,230,84,174,29,510,26,94
4/19/22 0:36,4/19/22 23:52,UTC-05:00,68,53,66,33.9,96.53,9.6,2347,155,69,4/19/22 0:36,4/19/22 8:36,89,16.3,442,478,170,102,170,36,494,21,93
4/8/22 0:32,4/9/22 0:32,UTC-05:00,77,54,70,34.3,95.54,10.1,2281,159,63,4/8/22 0:32,4/8/22 9:03,93,16,482,511,217,94,171,29,520,36,94
4/7/22 0:55,4/8/22 0:32,UTC-05:00,72,56,68,33.9,95.8,9.5,2351,158,72,4/7/22 0:55,4/7/22 8:43,88,16.8,437,464,203,87,147,27,499,24,94
4/6/22 12:55,4/7/22 0:55,UTC-05:00,,,,,,3,103,112,74,,,,,,,,,,,,,
4/4/22 23:58,4/5/22 23:58,UTC-05:00,57,56,58,34,95.75,11.4,2450,153,73,4/4/22 23:58,4/5/22 8:39,92,16.7,484,521,260,98,126,37,528,48,92
4/4/22 0:00,4/4/22 23:58,UTC-05:00,,,,,,7.2,1884,171,76,,,,,,,,,,,,,
4/3/22 0:00,4/4/22 0:00,UTC-05:00,95,51,84,34.7,96.15,8.8,2307,163,70,4/3/22 0:00,4/3/22 8:19,84,16.6,454,499,268,65,121,45,540,42,90
4/2/22 0:08,4/3/22 0:00,UTC-05:00,69,54,69,34.9,96.44,13,2693,177,71,4/2/22 0:08,4/2/22 8:59,86,17,471,530,228,93,150,59,545,60,89
4/1/22 0:07,4/2/22 0:08,UTC-05:00,61,54,68,35,94.47,9.7,2397,160,70,4/1/22 0:07,4/1/22 8:39,80,17.1,461,512,229,101,131,51,573,94,90
3/31/22 0:08,4/1/22 0:07,UTC-05:00,52,55,67,34,96.76,6.8,2173,157,64,3/31/22 0:08,3/31/22 6:55,60,17.1,349,403,169,79,101,54,581,82,86
3/30/22 2:05,3/31/22 0:08,UTC-05:00,43,55,62,34.6,95.29,13.1,2520,169,73,3/30/22 2:05,3/30/22 8:38,65,16.7,337,392,168,71,98,55,518,36,86
3/28/22 23:16,3/30/22 2:05,UTC-05:00,95,53,82,34.74,96.12,8.6,2517,157,66,3/28/22 23:16,3/29/22 8:28,88,16.9,506,550,213,85,208,44,575,97,92
3/28/22 1:41,3/28/22 23:16,UTC-05:00,54,53,69,34.65,95.67,6.1,1933,160,65,3/28/22 1:41,3/28/22 8:16,59,16.2,343,392,124,87,132,49,580,68,88
3/27/22 1:19,3/28/22 1:41,UTC-05:00,86,52,82,34.2,95.33,15.2,3248,181,76,3/27/22 1:19,3/27/22 8:21,71,16.8,365,422,183,80,102,57,514,27,86
3/26/22 0:35,3/27/22 1:19,UTC-05:00,58,55,71,34.5,96.11,10.3,2486,165,71,3/26/22 0:35,3/26/22 9:10,91,16.4,454,515,192,94,168,61,496,15,88
3/24/22 23:58,3/26/22 0:35,UTC-05:00,75,53,79,34.8,95.96,8.4,2333,188,69,3/24/22 23:58,3/25/22 8:44,95,16.4,504,526,259,98,147,22,530,52,95
3/24/22 0:45,3/24/22 23:58,UTC-05:00,70,54,68,34.5,95.33,6.8,2115,156,67,3/24/22 0:45,3/24/22 8:28,78,16.4,421,462,221,99,101,41,537,33,91
3/22/22 22:56,3/24/22 0:45,UTC-05:00,70,55,67,34.7,96.05,13.9,3080,168,73,3/22/22 22:56,3/23/22 7:37,89,16.9,444,519,243,85,116,75,500,18,85
3/21/22 23:08,3/22/22 22:56,UTC-05:00,92,54,79,34.7,96.25,8.7,2307,157,68,3/21/22 23:08,3/22/22 8:39,94,16.4,501,571,201,90,210,70,532,45,88
3/20/22 23:54,3/21/22 23:08,UTC-05:00,90,52,79,33.6,96.09,10.2,2364,176,68,3/20/22 23:54,3/21/22 8:10,85,16,459,495,190,100,169,36,537,52,93
3/20/22 1:25,3/20/22 23:54,UTC-05:00,95,52,84,34.8,96.63,9.9,2196,201,70,3/20/22 1:25,3/20/22 8:58,78,16.8,419,452,208,76,135,33,540,66,93
3/16/22 2:05,3/17/22 1:44,UTC-05:00,42,56,59,34.5,95.89,15.8,3171,179,74,3/16/22 2:05,3/16/22 9:22,72,15.9,391,437,181,82,128,46,542,45,89
3/15/22 1:44,3/16/22 2:05,UTC-05:00,81,53,73,34.5,95.84,12.6,2668,168,71,3/15/22 1:44,3/15/22 10:09,85,15.8,459,501,184,121,154,42,544,63,92
3/14/22 1:21,3/15/22 0:44,UTC-06:00,40,56,58,34.7,96.06,7.6,2197,149,66,3/14/22 1:21,3/14/22 8:27,73,16.1,390,423,157,86,147,33,535,39,92
3/13/22 1:25,3/14/22 1:21,UTC-06:00,66,54,69,34.9,95.74,12.5,2686,157,70,3/13/22 1:25,3/13/22 9:53,87,16.1,458,508,212,101,145,50,529,48,90
3/12/22 1:01,3/13/22 1:25,UTC-06:00,49,56,64,34.9,94.98,8,2290,179,66,3/12/22 1:01,3/12/22 8:54,84,17.1,443,473,233,83,127,30,530,33,93
3/11/22 0:28,3/12/22 1:01,UTC-06:00,53,57,67,33.9,95.1,12.8,2594,201,70,3/11/22 0:28,3/11/22 9:46,89,16.8,494,555,215,116,163,61,552,48,91
3/10/22 0:53,3/11/22 0:28,UTC-06:00,57,54,68,34.3,96.41,14,2932,168,73,3/10/22 0:53,3/10/22 8:13,84,16.8,415,438,161,104,150,23,497,12,95
3/9/22 0:50,3/10/22 0:53,UTC-06:00,62,55,70,34.58,94.85,9.8,2389,158,70,3/9/22 0:50,3/9/22 9:55,96,16.2,513,544,199,105,209,31,536,45,94
3/8/22 0:40,3/9/22 0:50,UTC-06:00,82,53,78,33.8,96.34,11.6,2593,155,70,3/8/22 0:40,3/8/22 8:37,81,16.8,450,476,258,83,109,26,553,68,94
3/7/22 1:56,3/8/22 0:40,UTC-06:00,89,54,78,34.3,95.74,9.5,2263,166,68,3/7/22 1:56,3/7/22 8:59,71,16.6,406,423,173,86,147,17,573,85,97
3/6/22 0:40,3/7/22 1:56,UTC-06:00,78,54,73,33.3,96.25,10.7,2578,171,71,3/6/22 0:40,3/6/22 7:02,64,17.1,356,379,182,86,88,23,560,59,93
3/5/22 2:32,3/6/22 0:40,UTC-06:00,56,54,64,33.98,95.07,13.5,2603,181,74,3/5/22 2:32,3/5/22 9:27,75,16.8,379,412,153,92,134,33,507,12,92
3/4/22 0:04,3/5/22 2:32,UTC-06:00,79,53,72,33.82,94.89,12.3,2844,162,71,3/4/22 0:04,3/4/22 8:52,96,16.6,498,528,242,83,173,30,518,37,94
3/3/22 0:01,3/4/22 0:04,UTC-06:00,74,54,71,33.5,97.52,7.7,2240,154,68,3/3/22 0:01,3/3/22 8:16,84,16.8,456,494,202,94,160,38,546,27,93
3/2/22 0:28,3/3/22 0:01,UTC-06:00,56,55,62,34,96.57,16.2,2939,207,73,3/2/22 0:28,3/2/22 8:47,91,16.6,459,494,200,134,125,35,505,18,92
2/28/22 23:56,3/2/22 0:28,UTC-06:00,56,54,62,34.22,95.64,10.4,2514,162,69,2/28/22 23:56,3/1/22 8:31,94,16.5,487,515,265,90,132,28,517,27,94
2/27/22 23:45,2/28/22 23:56,UTC-06:00,55,54,62,34.5,96.33,11.3,2544,161,72,2/27/22 23:45,2/28/22 8:59,91,16.7,474,554,229,79,166,80,519,37,85
2/27/22 0:10,2/27/22 23:45,UTC-06:00,83,51,79,32.4,96.5,8.4,2256,159,70,2/27/22 0:10,2/27/22 7:59,84,17.3,420,465,223,79,118,45,501,15,90
2/26/22 0:26,2/27/22 0:10,UTC-06:00,68,55,68,33.82,96.36,10,2397,161,67,2/26/22 0:26,2/26/22 9:02,95,16.4,493,513,255,84,154,20,521,23,96
2/24/22 23:59,2/26/22 0:26,UTC-06:00,72,53,69,33.6,96.4,12.8,2758,165,72,2/24/22 23:59,2/25/22 8:09,90,16.9,443,480,197,100,146,37,494,12,92
2/23/22 23:58,2/24/22 23:59,UTC-06:00,98,50,91,34.7,96.24,8.8,2280,168,63,2/23/22 23:58,2/24/22 9:05,96,16.1,487,544,200,103,184,57,509,21,89
2/22/22 23:47,2/23/22 23:58,UTC-06:00,65,55,65,34.7,96.07,10.6,2457,163,68,2/22/22 23:47,2/23/22 8:25,93,16.4,478,518,210,102,166,40,513,27,92
2/22/22 0:13,2/22/22 23:47,UTC-06:00,96,52,83,33.89,96.32,10,2375,161,69,2/22/22 0:13,2/22/22 8:18,91,16.5,471,485,193,84,194,14,517,40,97
2/20/22 23:32,2/22/22 0:13,UTC-06:00,53,56,60,33.4,95.31,5.3,2150,133,66,2/20/22 23:32,2/21/22 7:10,83,16.4,430,457,276,67,87,27,519,21,94
2/19/22 23:31,2/20/22 23:32,UTC-06:00,58,55,65,34.3,96.57,12.9,2622,170,73,2/19/22 23:31,2/20/22 7:59,91,16.9,468,507,249,71,148,39,516,35,92
2/19/22 0:16,2/19/22 23:31,UTC-06:00,33,57,57,34.5,95.61,7.7,2173,154,71,2/19/22 0:16,2/19/22 8:18,85,17.3,427,482,203,91,133,55,500,18,89
2/17/22 23:32,2/19/22 0:16,UTC-06:00,95,53,83,34.33,96.59,8.4,2346,151,71,2/17/22 23:32,2/18/22 7:57,92,17,464,504,211,111,142,40,503,21,93
2/17/22 0:22,2/17/22 23:32,UTC-06:00,56,55,65,33.7,95.92,8.6,2253,161,70,2/17/22 0:22,2/17/22 8:34,91,16.7,460,487,258,71,131,27,505,12,94
2/16/22 0:28,2/17/22 0:22,UTC-06:00,71,54,71,33.76,95.29,11.9,2508,166,70,2/16/22 0:28,2/16/22 8:59,96,17,485,511,331,83,71,26,503,21,95
2/15/22 0:07,2/16/22 0:28,UTC-06:00,88,54,79,34,94.7,8.3,2317,163,68,2/15/22 0:07,2/15/22 8:37,91,16.6,481,509,189,128,164,28,528,47,95
2/14/22 1:18,2/15/22 0:07,UTC-06:00,52,56,62,33.8,96.6,7.9,2157,170,68,2/14/22 1:18,2/14/22 8:02,80,16.8,379,401,156,84,139,22,476,0,95
2/12/22 23:24,2/14/22 1:18,UTC-06:00,87,54,76,34,97.55,4.7,2109,156,69,2/12/22 23:24,2/13/22 8:57,100,16.7,523,573,217,122,184,50,486,6,91
2/12/22 0:47,2/12/22 23:24,UTC-06:00,84,54,74,33.1,97.67,7.8,2153,152,67,2/12/22 0:47,2/12/22 10:11,98,16.6,479,561,187,96,196,82,489,3,85
2/10/22 23:46,2/12/22 0:47,UTC-06:00,66,53,66,33.76,97.09,10.2,2507,160,70,2/10/22 23:46,2/11/22 8:32,99,16.4,503,521,237,94,172,18,510,30,96
2/9/22 23:59,2/10/22 23:46,UTC-06:00,35,58,53,33.9,96.84,7.4,2202,149,70,2/9/22 23:59,2/10/22 8:32,87,17.2,430,513,229,91,110,83,495,0,83
2/8/22 23:51,2/9/22 23:59,UTC-06:00,78,54,72,34.33,95.86,12.5,2523,175,71,2/8/22 23:51,2/9/22 8:53,100,16.7,519,536,227,88,204,17,482,0,97
2/7/22 23:15,2/8/22 23:51,UTC-06:00,98,52,84,34.62,95.62,8.6,2364,156,69,2/7/22 23:15,2/8/22 8:33,100,16.5,524,557,215,120,189,33,479,0,94
2/6/22 23:03,2/7/22 23:15,UTC-06:00,52,56,57,33.8,95.1,7,2220,156,69,2/6/22 23:03,2/7/22 8:14,100,16.6,526,545,173,118,235,19,494,12,96
2/5/22 23:55,2/6/22 23:03,UTC-06:00,70,54,65,32.53,96.44,8.4,2234,155,67,2/5/22 23:55,2/6/22 9:05,96,16.6,497,543,206,98,193,46,519,18,91
2/5/22 1:10,2/5/22 23:55,UTC-06:00,95,52,80,33.59,95.71,13.4,2667,165,72,2/5/22 1:10,2/5/22 10:15,94,16.5,498,545,196,130,172,47,528,54,91
2/3/22 1:44,2/4/22 1:25,UTC-06:00,86,55,72,34.6,97.63,,1869,103,71,2/3/22 1:44,2/3/22 9:56,77,17.1,438,483,187,113,138,45,565,80,93
2/2/22 1:25,2/3/22 1:44,UTC-06:00,41,57,53,34.1,95.64,9.6,2463,164,72,2/2/22 1:25,2/2/22 7:59,66,16.8,354,394,130,75,149,40,536,40,90
2/1/22 0:42,2/2/22 1:25,UTC-06:00,75,56,66,33.8,94.77,12.5,2768,154,73,2/1/22 0:42,2/1/22 8:42,83,17.1,446,476,239,93,114,30,539,52,93
1/30/22 23:44,2/1/22 0:42,UTC-06:00,73,56,65,34.5,95.82,10.4,2543,169,69,1/30/22 23:44,1/31/22 7:59,78,16.8,421,495,172,89,160,74,537,37,85
1/30/22 0:08,1/30/22 23:44,UTC-06:00,96,53,80,32.86,96.33,13.2,2713,167,75,1/30/22 0:08,1/30/22 7:59,84,16.8,416,469,219,75,122,53,496,61,88
1/29/22 1:17,1/30/22 0:08,UTC-06:00,58,58,61,34.48,95.13,10.3,2327,164,72,1/29/22 1:17,1/29/22 8:24,74,16.7,398,417,169,93,136,19,539,35,95
1/27/22 23:58,1/29/22 1:17,UTC-06:00,49,57,57,34.75,96.07,13.9,3018,173,75,1/27/22 23:58,1/28/22 8:00,85,17.1,448,482,149,89,210,34,528,30,94
1/27/22 0:28,1/27/22 23:58,UTC-06:00,60,57,62,34.55,96.33,12.9,2755,171,73,1/27/22 0:28,1/27/22 9:09,87,16.5,491,521,214,99,178,30,566,66,94
1/26/22 0:57,1/27/22 0:28,UTC-06:00,43,59,56,34.26,95.83,13.3,2678,178,76,1/26/22 0:57,1/26/22 8:01,72,16.9,360,421,212,70,78,61,500,0,86
1/25/22 0:03,1/26/22 0:57,UTC-06:00,77,54,68,33.8,96,13.4,2847,171,72,1/25/22 0:03,1/25/22 9:21,100,16.9,493,558,256,96,141,65,493,0,88
1/23/22 23:11,1/25/22 0:03,UTC-06:00,72,56,67,34.42,96,12,2688,177,72,1/23/22 23:11,1/24/22 8:02,100,16.9,477,528,226,65,186,51,476,0,90
1/23/22 1:00,1/23/22 23:11,UTC-06:00,59,57,64,34.5,97.83,4.4,1888,119,65,1/23/22 1:00,1/23/22 10:50,100,16.9,531,589,179,119,233,58,528,42,91
1/21/22 23:23,1/23/22 1:00,UTC-06:00,68,57,68,34.2,97.36,9.9,2565,151,71,1/21/22 23:23,1/22/22 7:38,86,17,454,495,232,108,114,41,529,27,92
1/20/22 23:27,1/21/22 23:23,UTC-06:00,47,58,58,33.9,94.76,13.5,2790,168,77,1/20/22 23:27,1/21/22 8:33,91,16.7,507,542,314,76,117,35,554,51,93
1/20/22 0:19,1/20/22 23:27,UTC-06:00,91,54,76,33.9,95.4,13.8,2688,171,72,1/20/22 0:19,1/20/22 9:07,83,16.9,458,525,168,106,184,67,553,52,87
1/18/22 23:54,1/20/22 0:19,UTC-06:00,83,53,72,34.6,97.22,13.5,2804,179,71,1/18/22 23:54,1/19/22 8:10,78,17.1,437,490,218,76,143,53,559,71,89
1/18/22 0:30,1/18/22 23:54,UTC-06:00,83,52,69,33.2,95.07,10.6,2433,154,71,1/18/22 0:30,1/18/22 7:26,70,16.6,385,416,151,88,146,26,554,42,93
1/17/22 0:39,1/18/22 0:30,UTC-06:00,52,55,62,32.92,95.83,15.1,3128,175,74,1/17/22 0:39,1/17/22 7:53,82,17.2,401,434,235,77,89,33,486,9,92
1/16/22 1:28,1/17/22 0:39,UTC-06:00,79,54,70,33.1,96.5,5,1992,128,64,1/16/22 1:28,1/16/22 10:38,97,17.1,502,550,250,89,163,48,519,42,91
1/14/22 23:58,1/16/22 1:28,UTC-06:00,50,58,60,34.3,94.44,4.1,2158,119,66,1/14/22 23:58,1/15/22 9:21,86,17.1,500,563,282,97,121,63,581,73,88
1/14/22 0:44,1/14/22 23:58,UTC-06:00,79,55,72,33.6,95.9,14.5,2937,162,76,1/14/22 0:44,1/14/22 7:54,69,16.8,387,425,141,78,168,38,562,71,91
1/13/22 1:44,1/14/22 0:44,UTC-06:00,62,54,75,33,96.33,11.5,2576,162,71,1/13/22 1:44,1/13/22 8:29,70,16.2,365,404,168,58,139,39,523,26,90
1/11/22 23:36,1/13/22 1:44,UTC-06:00,38,57,62,33.8,93.56,12.8,2888,160,71,1/11/22 23:36,1/12/22 8:36,89,17.3,491,539,282,70,139,48,554,61,91
1/11/22 1:59,1/11/22 23:36,UTC-06:00,48,56,60,33.1,96,11.7,2397,159,75,1/11/22 1:59,1/11/22 8:41,74,15.9,381,398,176,79,126,17,515,0,95
1/9/22 22:58,1/11/22 1:59,UTC-06:00,60,54,70,33.4,96,15.7,3530,173,75,1/9/22 22:58,1/10/22 8:03,100,16.7,502,527,198,124,180,25,478,0,96
1/9/22 0:17,1/9/22 22:58,UTC-06:00,63,54,74,33.5,97.35,6,2008,126,67,1/9/22 0:17,1/9/22 11:31,100,17.1,537,671,275,104,158,134,477,0,80
1/7/22 23:01,1/9/22 0:17,UTC-06:00,62,56,72,33.3,94,4.8,2161,125,63,1/7/22 23:01,1/8/22 9:17,100,16.9,547,615,299,101,147,68,516,18,88
1/6/22 23:39,1/7/22 23:01,UTC-06:00,57,56,68,33.9,95.94,12.7,2635,170,72,1/6/22 23:39,1/7/22 8:19,92,17.1,470,509,259,98,113,39,511,0,92
11/18/21 21:02,11/19/21 21:02,UTC-06:00,54,54,63,,,12.6,1659,175,78,11/18/21 21:02,11/19/21 4:41,80,17.2,421,457,206,78,137,36,525,30,92
11/18/21 0:07,11/18/21 21:02,UTC-06:00,73,52,75,,,12.2,2053,172,69,11/18/21 0:07,11/18/21 8:26,90,16.4,450,497,187,89,174,47,498,21,92
11/17/21 0:00,11/18/21 0:07,UTC-06:00,,,,,,4.1,396,126,84,,,,,,,,,,,,,
11/14/21 23:26,11/15/21 23:15,UTC-06:00,41,57,57,,,14.4,2405,201,82,11/14/21 23:26,11/15/21 8:01,93,16.8,481,515,229,91,161,34,517,39,93
11/13/21 23:15,11/14/21 23:26,UTC-06:00,94,52,91,,,5.3,2111,138,63,11/13/21 23:15,11/14/21 8:07,87,16.2,460,532,176,81,203,72,530,52,86
11/12/21 23:09,11/13/21 23:15,UTC-06:00,49,56,63,,,5.4,2214,159,66,11/12/21 23:09,11/13/21 7:42,78,16.5,470,513,261,101,108,43,602,75,92
11/11/21 22:24,11/12/21 23:09,UTC-06:00,49,54,65,,,17.1,3712,187,79,11/11/21 22:24,11/12/21 4:41,68,17.2,363,374,209,64,90,11,538,39,97
11/11/21 0:16,11/11/21 22:24,UTC-06:00,78,53,78,,,12.9,2597,167,74,11/11/21 0:16,11/11/21 8:21,87,16.9,427,483,265,53,109,56,493,61,88
11/10/21 0:05,11/11/21 0:16,UTC-06:00,67,53,74,,,10.7,2454,165,69,11/10/21 0:05,11/10/21 7:25,74,16.8,406,438,166,83,157,32,548,40,94
11/8/21 23:56,11/10/21 0:05,UTC-06:00,33,57,55,,,14.4,2889,206,73,11/8/21 23:56,11/9/21 8:05,83,17.1,455,485,231,97,127,30,546,40,93
11/7/21 23:21,11/8/21 23:56,UTC-06:00,36,56,59,,,14.2,2991,173,75,11/7/21 23:21,11/8/21 7:09,83,16.6,396,467,204,77,115,71,477,0,84
11/7/21 1:08,11/8/21 0:21,UTC-05:00,56,55,70,,,4.9,2002,123,65,11/7/21 1:08,11/7/21 10:26,100,16.9,517,555,231,96,190,38,494,15,93
11/6/21 1:40,11/7/21 1:08,UTC-05:00,42,56,61,,,6.4,2110,135,70,11/6/21 1:40,11/6/21 9:38,95,16.6,433,478,231,63,139,45,454,12,90
11/4/21 22:41,11/6/21 1:40,UTC-05:00,71,53,77,,,15.5,3467,168,74,11/4/21 22:41,11/5/21 7:47,96,17,513,538,205,101,207,25,534,35,95
11/4/21 1:39,11/4/21 22:41,UTC-05:00,55,53,72,,,13,2454,170,75,11/4/21 1:39,11/4/21 8:41,85,16.2,393,419,176,85,132,26,462,52,94
11/2/21 23:49,11/4/21 1:39,UTC-05:00,52,54,73,,,13.4,2956,171,69,11/2/21 23:49,11/3/21 7:40,78,16.4,418,458,182,82,154,40,536,21,91
11/2/21 1:02,11/2/21 23:49,UTC-05:00,69,52,83,,,15.5,3009,189,75,11/2/21 1:02,11/2/21 8:42,93,16.9,430,457,182,88,160,27,463,80,95
11/1/21 0:44,11/2/21 1:02,UTC-05:00,49,53,75,,,14.5,2993,165,73,11/1/21 0:44,11/1/21 6:36,66,17.5,328,339,147,77,104,11,495,18,96
10/31/21 1:56,11/1/21 0:44,UTC-05:00,28,61,50,,,4.3,1940,150,65,10/31/21 1:56,10/31/21 11:11,94,17.1,502,555,266,85,151,53,531,40,90
10/30/21 0:18,10/31/21 1:56,UTC-05:00,70,51,89,,,11.3,2698,150,70,10/30/21 0:18,10/30/21 7:44,83,16.8,385,446,207,69,109,61,465,42,89
10/29/21 0:27,10/30/21 0:18,UTC-05:00,75,51,91,,,14.2,2747,175,73,10/29/21 0:27,10/29/21 8:07,82,17.1,422,460,268,58,96,38,513,26,93
10/27/21 23:54,10/29/21 0:27,UTC-05:00,75,53,88,,,10.2,2471,170,68,10/27/21 23:54,10/28/21 8:09,89,17.2,430,495,150,78,202,65,486,0,86
10/27/21 0:55,10/27/21 23:54,UTC-05:00,98,50,99,,,9.8,2293,160,68,10/27/21 0:55,10/27/21 10:28,100,15.9,537,573,154,130,253,36,500,0,94
10/25/21 23:52,10/27/21 0:55,UTC-05:00,70,54,78,,,13.3,2818,169,72,10/25/21 23:52,10/26/21 8:39,100,17,505,526,272,100,133,21,461,45,96
10/25/21 0:28,10/25/21 23:52,UTC-05:00,80,51,95,,,13.7,2833,167,73,10/25/21 0:28,10/25/21 7:04,81,17.1,366,391,210,43,113,25,451,42,93
10/24/21 1:45,10/25/21 0:28,UTC-05:00,79,51,91,,,8,2167,149,65,10/24/21 1:45,10/24/21 9:47,82,15.8,450,476,189,75,186,26,546,49,94
10/23/21 1:02,10/24/21 1:45,UTC-05:00,58,55,73,,,12.6,2725,168,69,10/23/21 1:02,10/23/21 8:15,79,16.9,402,432,241,63,98,30,510,0,93
10/21/21 23:33,10/23/21 1:02,UTC-05:00,60,55,71,,,14.8,3126,173,77,10/21/21 23:33,10/22/21 8:58,100,16.6,520,565,244,83,193,45,515,11,92
10/21/21 0:14,10/21/21 23:33,UTC-05:00,67,51,82,,,13.8,2793,167,74,10/21/21 0:14,10/21/21 8:43,95,16.5,473,507,202,108,163,34,498,14,93
10/19/21 23:00,10/21/21 0:14,UTC-05:00,63,55,76,,,9.1,2453,153,67,10/19/21 23:00,10/20/21 7:33,94,16.9,478,509,218,94,166,31,511,2,94
10/19/21 0:08,10/19/21 23:00,UTC-05:00,52,56,60,,,14.7,2766,176,73,10/19/21 0:08,10/19/21 8:38,99,17.1,473,507,217,108,148,34,479,37,93
10/18/21 0:00,10/19/21 0:08,UTC-05:00,,,,,,15,2497,169,76,,,,,,,,,,,,,
9/8/21 22:51,9/9/21 22:51,UTC-05:00,,,,,,3.1,24,106,76,,,,,,,,,,,,,
9/7/21 23:48,9/8/21 22:51,UTC-05:00,96,52,92,,,14.3,2531,178,76,9/7/21 23:48,9/8/21 7:28,82,17,417,446,223,83,111,29,508,9,93
